VENDEDOR_RUTA,DIA,CLIENTE,PRECIO,APLICA_BOLET
37,MI,30160,1,S
37,MI,30540,1,S
37,MI,30539,1,S
37,MI,36036,1,S
37,MI,36150,1,S
37,MI,36153,1,S
37,MI,36572,1,S
37,MI,30163,1,S
37,MI,31546,1,S
37,MI,31548,1,S
37,MI,30000,1,S
37,MI,30200,1,S
37,MI,31539,1,S
37,MI,30123,1,S
37,MI,30531,1,S
37,MI,30012,1,S
37,MI,31540,1,S
37,MI,31510,1,S
37,MI,30193,1,S
37,MI,30202,1,S
37,MI,31652,1,S
37,MI,30045,1,S
37,MI,36040,1,S
37,MI,30105,1,S
37,VI,36035,1,S
37,VI,36157,1,S
37,VI,36567,1,S
37,VI,36575,1,S
37,VI,30119,1,S
37,VI,30178,1,S
37,VI,30176,1,S
43,JU,21667,2,S
43,JU,10646,2,S
43,JU,20558,2,S
43,JU,20331,2,S
43,JU,20003,2,S
43,JU,20554,2,S
43,JU,24402,2,S
43,JU,20415,2,S
43,JU,20555,2,S
43,LU,10252,2,S
43,LU,11200,2,S
43,LU,14401,2,S
43,LU,10514,2,S
43,LU,10001,2,S
43,LU,10019,2,S
43,LU,10410,2,S
43,LU,16015,2,S
43,LU,11085,2,S
43,LU,16105,2,S
43,LU,16022,2,S
43,LU,14543,2,S
43,LU,16029,2,S
43,LU,12223,2,S
43,MA,36027,2,S
43,MA,36008,2,S
43,MA,36141,2,S
43,MA,36024,2,S
43,MA,36151,2,S
43,MA,30003,2,S
43,MA,30578,2,S
43,MA,36026,2,S
43,MA,31647,2,S
43,MA,30576,2,S
43,MA,36005,2,S
43,MA,30037,2,S
43,MA,36048,2,S
43,MI,30053,2,S
43,MI,30035,2,S
43,MI,30050,2,S
43,MI,30034,2,S
43,MI,30041,2,S
43,MI,36012,2,S
43,MI,36032,2,S
43,MI,31608,2,S
43,MI,36029,2,S
43,MI,31508,2,S
43,MI,30031,2,S
43,MI,31509,2,S
43,MI,30546,2,S
43,MI,31617,2,S
43,MI,30536,2,S
43,MI,36013,2,S
43,VI,11697,2,S
43,VI,11681,2,S
43,VI,16295,2,S
43,VI,10893,2,S
43,VI,11624,2,S
43,VI,16010,2,S
43,VI,11657,2,S
43,VI,16009,2,S
43,VI,10645,2,S
43,VI,11788,2,S
43,VI,11644,2,S
43,VI,11810,2,S
43,VI,10450,2,S
44,JU,41071,2,S
44,JU,40066,2,S
44,JU,41615,2,S
44,JU,41690,2,S
44,JU,41065,2,S
44,JU,45512,2,S
44,JU,46023,2,S
44,JU,45509,2,S
44,JU,40073,2,S
44,JU,45511,2,S
44,JU,41608,2,S
44,JU,41069,2,S
44,JU,44065,2,S
44,JU,40535,2,S
44,JU,41080,2,S
44,LU,41075,2,S
44,LU,40014,2,S
44,LU,45517,2,S
44,LU,81688,2,S
44,LU,80059,2,S
44,LU,45514,2,S
44,LU,80076,2,S
44,LU,81750,2,S
44,LU,41031,2,S
44,LU,80058,2,S
44,MA,26010,2,S
44,MA,20160,2,S
44,MA,10563,2,S
44,MA,26028,2,S
44,MA,26037,2,S
44,MA,20695,2,S
44,MA,21651,2,S
44,MA,20054,2,S
44,MA,20096,2,S
44,MA,20050,2,S
44,MA,25501,2,S
44,MI,20109,2,S
44,MI,21882,2,S
44,MI,26011,2,S
44,MI,21650,2,S
44,MI,21639,2,S
44,MI,21691,2,S
44,MI,20863,2,S
44,MI,21640,2,S
44,MI,26047,2,S
44,MI,20416,2,S
44,MI,21904,2,S
44,MI,20539,2,S
44,MI,21695,2,S
44,MI,20606,2,S
44,VI,14569,2,S
44,VI,10644,2,S
44,VI,16063,2,S
44,VI,10900,2,S
44,VI,16037,2,S
44,VI,11600,2,S
44,VI,16001,2,S
44,VI,16038,2,S
44,VI,16065,2,S
44,VI,10031,2,S
44,VI,10513,2,S
44,VI,11086,2,S
47,JU,671505,2,S
47,JU,670583,2,S
47,JU,670810,2,S
47,JU,671500,2,S
47,JU,670077,2,S
47,JU,671550,2,S
47,JU,670086,2,S
47,JU,670001,2,S
47,LU,680037,2,S
47,LU,670024,2,S
47,LU,670047,2,S
47,LU,670027,2,S
47,LU,670058,2,S
47,LU,670005,2,S
47,LU,680025,2,S
47,LU,671452,2,S
47,LU,671199,2,S
47,LU,670052,2,S
47,MA,670520,2,S
47,MA,67030,2,S
47,MA,675210,2,S
47,MA,670018,2,S
47,MA,671086,2,S
47,MA,670055,2,S
47,MA,676524,2,S
47,MA,670028,2,S
47,MA,670118,2,S
47,MA,670781,2,S
47,MA,675701,2,S
47,MA,670136,2,S
47,MA,674427,2,S
47,MI,670570,2,S
47,MI,671088,2,S
47,MI,671232,2,S
47,MI,670049,2,S
47,MI,676007,2,S
47,MI,674490,2,S
47,MI,671628,2,S
47,MI,670281,2,S
47,VI,670050,2,S
47,VI,670053,2,S
47,VI,670004,2,S
47,VI,671692,2,S
47,VI,671682,2,S
47,VI,670017,2,S
47,VI,680023,2,S
49,JU,670066,1,S
49,JU,671212,1,S
49,JU,670187,1,S
49,JU,672011,1,S
49,JU,670845,1,S
49,JU,670643,1,S
49,JU,676002,1,S
49,JU,670177,1,S
49,JU,670199,1,S
49,JU,671219,1,S
49,JU,676003,1,S
49,JU,674414,1,S
49,JU,670170,1,S
49,JU,671216,1,S
49,JU,674497,1,S
49,JU,671908,1,S
49,JU,676001,1,S
49,JU,670065,1,S
49,JU,670233,1,S
49,JU,676005,1,S
49,JU,670222,1,S
49,JU,670021,1,S
49,JU,671855,1,S
49,JU,671856,1,S
49,JU,680006,1,S
49,LU,670162,1,S
49,LU,670158,1,S
49,LU,674455,1,S
49,LU,671055,1,S
49,LU,670640,1,S
49,LU,674410,1,S
49,LU,674424,1,S
49,LU,674500,1,S
49,LU,670002,1,S
49,LU,674464,1,S
49,LU,67043,1,S
49,LU,626009,1,S
49,LU,671460,1,S
49,LU,670081,1,S
49,LU,671630,1,S
49,LU,675205,1,S
49,LU,675200,1,S
49,LU,670000,1,S
49,LU,670171,1,S
49,LU,674454,1,S
49,LU,680003,1,S
49,LU,674090,1,S
49,LU,670041,1,S
49,LU,671852,1,S
49,LU,671214,1,S
49,LU,670143,1,S
49,LU,670154,1,S
49,LU,675025,1,S
49,LU,675023,1,S
49,LU,675009,1,S
49,LU,675022,1,S
49,LU,670054,1,S
49,LU,675019,1,S
49,LU,670126,1,S
49,LU,670119,1,S
49,LU,671198,1,S
49,LU,670121,1,S
49,LU,670040,1,S
49,LU,670074,1,S
49,LU,670149,1,S
49,LU,671901,1,S
49,LU,671810,1,S
49,LU,680013,1,S
49,MA,671221,1,S
49,MA,670088,1,S
49,MA,670078,1,S
49,MA,670080,1,S
49,MA,670087,1,S
49,MA,670157,1,S
49,MA,670168,1,S
49,MA,674470,1,S
49,MA,674482,1,S
49,MA,670124,1,S
49,MA,670224,1,S
49,MA,671914,1,S
49,MA,670221,1,S
49,MA,670089,1,S
49,MA,680002,1,S
49,MA,680005,1,S
49,MA,670220,1,S
49,MA,670226,1,S
49,MA,670850,1,S
49,MA,671060,1,S
49,MA,671448,1,S
49,MA,670012,1,S
49,MA,680028,1,S
49,MA,680030,1,S
49,MI,674453,1,S
49,MI,674452,1,S
49,MI,67048,1,S
49,MI,670007,1,S
49,MI,675029,1,S
49,MI,674434,1,S
49,MI,674468,1,S
49,MI,674488,1,S
49,MI,674430,1,S
49,MI,670090,1,S
49,MI,680009,1,S
49,MI,680001,1,S
49,MI,680015,1,S
49,MI,680016,1,S
49,MI,680017,1,S
49,MI,670430,1,S
49,MI,671870,1,S
49,MI,674435,1,S
49,MI,671217,1,S
49,MI,674502,1,S
49,MI,670192,1,S
49,MI,671631,1,S
49,MI,670013,1,S
49,MI,671904,1,S
49,MI,674463,1,S
49,MI,674469,1,S
49,MI,671852,1,S
49,MI,670019,1,S
49,MI,676006,1,S
49,VI,671850,1,S
49,VI,674459,1,S
49,VI,675017,1,S
49,VI,675016,1,S
49,VI,674440,1,S
49,VI,670035,1,S
49,VI,670003,1,S
49,VI,680029,1,S
