CODIGO
000684
000694
000695
000746
000747
000766
000783
000791
000829
000830
000831
000851
000872
000888
000932
000958
000959
000960
000961
000962
000964
000967
000969
000970
000986
001965
002338
002364
311005
311008
311017
311018
311031
311046
313005
315004
321001
321006
321010
321017
321018
321022
321025
321034
321039
322005
327012
328006
328007
331002
331004
331005
334002
338001
341002
341003
341009
341014
341017
341020
341022
341028
343007
346002
347002
347004
351001
351004
351010
351018
351023
351025
352007
354002
354005
358003
371004
371009
371014
371015
371016
371017
371019
371024
371026
371028
371029
371030
371031
372023
373009
401002
421001
421003
421005
426001
431001
431004
431005
431007
431008
437001
437003
437004
437005
437006
437009
437011
438001
438002
501002
501003
501004
501006
501007
501008
501009
501010
501011
501012
501015
501017
501020
503002
503003
503004
503005
503007
503008
504001
004521
004522
004523
004524
004525
004526
004527
004528
004529
004530
004531
004532
004533
004534
004536
004537
004538
004539
004540
004541
004542
004543
004544
004545
004546
004547
004548
004549
004455
004456
004457
021100
021101
021102
021103
027006
031001
031002
031003
031005
071003
091002
301001
301002
301003
301004
301017
301018
301019
301020
301021
000867
000999
001607
001743
001751
002760
002834
002846
002847
002848
002849
002850
002851
002852
002853
002854
002872
002873
002874
002875
002876
002877
541001
541002
561001
565009
565010
565012
565013
567004
571001
571002
571003
571005
571006
571007
571009
591001
591002
591005
591032
591045
611001
701001
701002
701003
701005
701006
701007
701012
701023
701047
701048
701049
701050
704003
004377
004378
004379
004380
004386
004387
004388
004390
004393
004394
004395
004396
004415
004416
004417
000701
000780
000947
321007
321016
322003
341006
341012
351013
351030
351038
591006
591029
591030
591031
591033
591034
591046
000703
000705
000707
000734
001978
344002
353007
354001
373012
503010
593001
593002
000852
001135
002358
321043
323012
341004
341019
341026
344006
373002
373010
374003
383001
393011
004535
000850
002282
084001
001747
001748
563009
573002
573003
573005
593003
594001
594002
594003
594004
594005
594006
594007
594008
594009
594010
704006
000982
001007
001109
002052
315001
315002
321008
325001
325004
355001
355002
355003
371006
375001
375004
375007
391034
395002
015001
015002
015003
015004
015005
015006
015007
025001
025002
025005
025012
025013
025014
035001
055001
055002
055003
055004
055005
055006
055007
055008
055009
075003
085001
105001
135001
135002
145001
165001
165002
165003
165004
185001
001742
545002
565001
565002
565003
565004
565006
565007
565008
575001
575004
595001
595002
595003
595004
595005
595006
595007
595009
595013
595015
595016
336004
356005
376008
056001
066001
186001
001746
001749
576002
576004
576005
706005
706007
341010
341021
591003
000779
018006
018008
028001
028002
028003
028009
058004
078001
078002
078003
088003
098001
148001
568001
598001
598002
598004
598005
598006
000890
000892
000894
001012
001013
001016
329001
341027
349001
371032
379001
391044
399001
000717
002168
069001
079001
089001
000924
001750
599001
599002
599003
599004
599005
000690
003052
321019
341025
385001
000732
000735
000745
000880
002337
343002
353005
353006
373001
001006
321032
000946
001414
001588
001778
326009
341024
356007
369001
095001
018001
018002
018003
018004
018005
048003
058001
188001
326010
595008
595010
595011
595012
595017
573001
701043
576006
576007
596001
596002
