OFICINA,CLIENTE,RUTA_FLETE,ESTADO,NOMBRE_ESTADO,MUNICIPIO,NOMBRE_MUNIC
'C','50287',12,19,'SUCRE',15,'SUCRE'
'C','50288',12,19,'SUCRE',15,'SUCRE'
'C','50289',12,19,'SUCRE',15,'SUCRE'
'C','50291',12,19,'SUCRE',15,'SUCRE'
'C','50292',12,19,'SUCRE',15,'SUCRE'
'C','50293',12,19,'SUCRE',15,'SUCRE'
'C','50294',12,19,'SUCRE',15,'SUCRE'
'C','50295',12,19,'SUCRE',15,'SUCRE'
'C','50296',12,19,'SUCRE',15,'SUCRE'
'C','50297',12,19,'SUCRE',14,
'C','50501',12,19,'SUCRE',15,'SUCRE'
'C','50503',12,19,'SUCRE',15,'SUCRE'
'C','50504',12,19,'SUCRE',15,'SUCRE'
'C','50505',12,19,'SUCRE',15,'SUCRE'
'C','50506',12,19,'SUCRE',15,'SUCRE'
'C','50509',12,19,'SUCRE',15,'SUCRE'
'C','50510',12,19,'SUCRE',15,'SUCRE'
'C','50511',12,19,'SUCRE',15,'SUCRE'
'C','50512',12,19,'SUCRE',15,'SUCRE'
'C','50513',12,19,'SUCRE',15,'SUCRE'
'C','50514',12,19,'SUCRE',15,'SUCRE'
'C','50515',12,19,'SUCRE',15,'SUCRE'
'C','50516',12,19,'SUCRE',15,'SUCRE'
'C','50517',12,19,'SUCRE',14,
'C','50519',12,19,'SUCRE',15,'SUCRE'
'C','50520',12,19,'SUCRE',15,'SUCRE'
'C','50522',12,19,'SUCRE',15,'SUCRE'
'C','50523',12,19,'SUCRE',15,'SUCRE'
'C','50524',12,19,'SUCRE',15,'SUCRE'
'C','50525',12,19,'SUCRE',15,'SUCRE'
'C','50526',12,19,'SUCRE',15,'SUCRE'
'C','50527',12,19,'SUCRE',15,'SUCRE'
'C','50528',12,19,'SUCRE',15,'SUCRE'
'C','50529',12,19,'SUCRE',15,'SUCRE'
'C','50530',12,19,'SUCRE',15,'SUCRE'
'C','50531',12,19,'SUCRE',14,
'C','50532',12,19,'SUCRE',14,
'C','50533',12,19,'SUCRE',15,'SUCRE'
'C','50534',12,19,'SUCRE',15,'SUCRE'
'C','50535',12,19,'SUCRE',15,'SUCRE'
'C','50536',12,19,'SUCRE',15,'SUCRE'
'C','50537',12,19,'SUCRE',15,'SUCRE'
'C','50538',12,19,'SUCRE',15,'SUCRE'
'C','50539',12,19,'SUCRE',15,'SUCRE'
'C','50541',12,19,'SUCRE',15,'SUCRE'
'C','50542',12,19,'SUCRE',15,'SUCRE'
'C','50543',12,19,'SUCRE',15,'SUCRE'
'C','50547',12,19,'ANZOATEGUI',15,'SUCRE'
'C','50549',12,19,'SUCRE',15,'SUCRE'
'C','50550',12,19,'SUCRE',15,'SUCRE'
'C','50554',12,19,'SUCRE',15,'SUCRE'
'C','50555',12,19,'SUCRE',14,
'C','50556',12,19,'SUCRE',14,
'C','50557',12,19,'SUCRE',15,'SUCRE'
'C','50558',12,19,'SUCRE',15,'SUCRE'
'C','50559',12,19,'SUCRE',15,'SUCRE'
'C','50570',12,19,'SUCRE',14,
'C','50579',12,19,'SUCRE',15,'SUCRE'
'C','50580',12,19,'SUCRE',15,'SUCRE'
'C','50581',12,19,'SUCRE',15,'SUCRE'
'C','50582',12,19,'SUCRE',14,
'C','50584',14,19,'SUCRE',12,'MONTES'
'C','50585',12,19,'SUCRE',15,'SUCRE'
'C','50586',12,19,'SUCRE',14,
'C','50599',12,19,'SUCRE',15,'SUCRE'
'C','50600',12,19,'SUCRE',15,'SUCRE'
'C','50601',12,19,'SUCRE',15,'SUCRE'
'C','50603',12,19,'SUCRE',15,'SUCRE'
'C','50604',12,19,'SUCRE',15,'SUCRE'
'C','50605',12,19,'SUCRE',15,'SUCRE'
'C','50607',14,19,'SUCRE',12,'MONTES'
'C','50608',12,19,'SUCRE',15,'SUCRE'
'C','50609',12,19,'SUCRE',15,'SUCRE'
'C','50610',12,19,'SUCRE',15,'SUCRE'
'C','50611',12,19,'SUCRE',15,'SUCRE'
'C','50612',12,19,'SUCRE',15,'SUCRE'
'C','50613',12,19,'SUCRE',14,
'C','50614',14,19,'SUCRE',11,'MEJIAS'
'C','50615',12,19,'SUCRE',14,
'C','50617',12,19,'SUCRE',15,'SUCRE'
'C','50619',12,19,'SUCRE',15,'SUCRE'
'C','50620',12,19,'SUCRE',14,
'C','50621',14,19,'SUCRE',6,'BERMUDEZ'
'C','50622',12,19,'SUCRE',15,'SUCRE'
'C','50624',14,19,'SUCRE',12,'MONTES'
'C','50626',12,19,'SUCRE',15,'SUCRE'
'C','50697',14,19,'SUCRE',14,
'C','50698',12,19,'SUCRE',14,
'C','50699',12,19,'SUCRE',15,'SUCRE'
'C','50700',12,19,'SUCRE',15,'SUCRE'
'C','50701',12,19,'SUCRE',15,'SUCRE'
'C','50703',12,19,'SUCRE',15,'SUCRE'
'C','50704',12,19,'SUCRE',15,'SUCRE'
'C','50705',12,19,'SUCRE',15,'SUCRE'
'C','50707',14,19,'SUCRE',6,'BERMUDEZ'
'C','50708',12,19,'SUCRE',15,'SUCRE'
'C','50709',12,19,'SUCRE',15,'SUCRE'
'C','50710',12,19,'SUCRE',15,'SUCRE'
'C','50711',12,19,'SUCRE',15,'SUCRE'
'C','50712',12,19,'SUCRE',15,'SUCRE'
'C','50713',12,19,'SUCRE',15,'SUCRE'
'C','50714',12,19,'SUCRE',15,'SUCRE'
'C','50715',12,19,'SUCRE',14,
'C','50716',12,19,'SUCRE',14,
'C','50717',12,19,'SUCRE',15,'SUCRE'
'C','50718',12,19,'SUCRE',15,'SUCRE'
'C','50719',12,19,'SUCRE',15,'SUCRE'
'C','50722',12,19,'SUCRE',15,'SUCRE'
'C','50723',12,19,'SUCRE',15,'SUCRE'
'C','50724',12,19,'SUCRE',15,'SUCRE'
'C','50725',12,19,'SUCRE',15,'SUCRE'
'C','50726',12,19,'SUCRE',15,'SUCRE'
'C','50727',12,19,'SUCRE',15,'SUCRE'
'C','50728',12,19,'SUCRE',15,'SUCRE'
'C','50729',12,19,'SUCRE',15,'SUCRE'
'C','50730',12,19,'SUCRE',15,'SUCRE'
'C','50731',12,19,'SUCRE',14,
'C','50732',12,19,'SUCRE',14,
'C','50770',12,19,'SUCRE',14,
'C','50780',12,19,'SUCRE',15,'SUCRE'
'C','50781',12,19,'SUCRE',15,'SUCRE'
'C','50782',12,19,'SUCRE',15,'SUCRE'
'C','50783',12,19,'SUCRE',15,'SUCRE'
'C','50784',12,19,'SUCRE',15,'SUCRE'
'C','50801',12,19,'SUCRE',15,'SUCRE'
'C','50807',14,19,'SUCRE',3,'SUCRE SANTAFE M'
'C','50808',12,19,'SUCRE',15,'SUCRE'
'C','50809',14,19,'SUCRE',3,'SUCRE SANTAFE M'
'C','50810',14,19,'SUCRE',3,'SUCRE SANTAFE M'
'C','50812',12,19,'SUCRE',15,'SUCRE'
'C','50813',14,19,'SUCRE',3,'SUCRE SANTAFE M'
'C','50814',12,19,'SUCRE',15,'SUCRE'
'C','50816',12,19,'SUCRE',15,'SUCRE'
'C','50819',14,19,'SUCRE',3,'SUCRE SANTAFE M'
'C','50820',14,19,'SUCRE',14,
'C','50821',12,19,'SUCRE',14,
'C','50822',12,19,'SUCRE',15,'SUCRE'
'C','50823',12,19,'SUCRE',15,'SUCRE'
'C','50828',12,19,'SUCRE',15,'SUCRE'
'C','50830',12,19,'SUCRE',15,'SUCRE'
'C','50831',14,19,'SUCRE',11,'MEJIAS'
'C','50834',12,19,'SUCRE',15,'SUCRE'
