sucursal,codigo,uc,p1,p2,p3,m1,m2,m3
C,0851550,0.00,464.00,464.00,464.00,100.00,100.00,100.00
C,0851555,0.00,750.00,750.00,750.00,100.00,100.00,100.00
C,0851585,0.00,515.00,515.00,515.00,100.00,100.00,100.00
C,0852010,0.00,435.00,435.00,435.00,100.00,100.00,100.00
C,0900508,784.32,857.28,857.28,857.28,8.51,8.51,8.51
C,0900555,557.76,582.00,582.00,582.00,4.16,4.16,4.16
C,0901005,0.00,376.00,376.00,376.00,100.00,100.00,100.00
C,2020101,92.05,125.44,125.44,125.44,26.62,26.62,26.62
C,2020101,9.36,125.44,125.44,125.44,92.54,92.54,92.54
C,2020201,231.60,240.00,240.00,240.00,3.50,3.50,3.50
C,2020202,231.60,240.00,240.00,240.00,3.50,3.50,3.50
C,2020204,0.00,77.96,77.96,77.96,100.00,100.00,100.00
C,2020205,220.00,385.00,385.00,385.00,42.86,42.86,42.86
C,2025005,0.00,320.00,320.00,320.00,100.00,100.00,100.00
C,2030106,306.52,460.00,460.00,460.00,33.37,33.37,33.37
C,2030113,318.16,476.00,476.00,476.00,33.16,33.16,33.16
C,2030125,258.99,460.00,460.00,460.00,43.70,43.70,43.70
C,2030131,350.17,525.00,525.00,525.00,33.30,33.30,33.30
C,2030155,198.85,288.00,288.00,288.00,30.95,30.95,30.95
C,2030160,200.79,282.00,282.00,282.00,28.80,28.80,28.80
C,2030200,247.35,310.00,310.00,310.00,20.21,20.21,20.21
C,2030202,494.70,619.00,619.00,619.00,20.08,20.08,20.08
C,2030205,279.36,358.00,358.00,358.00,21.97,21.97,21.97
C,2030210,448.14,560.00,560.00,560.00,19.97,19.97,19.97
C,2030215,397.70,498.00,498.00,498.00,20.14,20.14,20.14
C,2030218,237.65,297.00,297.00,297.00,19.98,19.98,19.98
C,2030219,237.65,297.00,297.00,297.00,19.98,19.98,19.98
C,2030220,237.65,297.00,297.00,297.00,19.98,19.98,19.98
C,2030222,237.65,297.00,297.00,297.00,19.98,19.98,19.98
C,2030225,448.16,560.00,560.00,560.00,19.97,19.97,19.97
C,2030230,211.48,265.00,265.00,265.00,20.20,20.20,20.20
C,2030232,323.98,481.00,481.00,481.00,32.64,32.64,32.64
C,2030235,184.30,405.00,405.00,405.00,54.49,54.49,54.49
C,2030237,0.00,147.00,147.00,147.00,100.00,100.00,100.00
C,2030240,384.12,481.00,481.00,481.00,20.14,20.14,20.14
C,2030242,82.00,124.06,124.06,124.06,33.90,33.90,33.90
C,2030243,0.00,124.06,124.06,124.06,100.00,100.00,100.00
C,2030244,116.40,288.00,288.00,288.00,59.58,59.58,59.58
C,2030245,323.98,405.00,405.00,405.00,20.00,20.00,20.00
C,2030246,0.00,385.00,385.00,385.00,100.00,100.00,100.00
C,2030250,0.00,7.50,7.50,7.50,100.00,100.00,100.00
C,2030255,242.50,3100.00,3100.00,3100.00,92.18,92.18,92.18
C,2030260,580.06,3007.00,3007.00,3007.00,80.71,80.71,80.71
C,2030275,0.00,461.00,461.00,461.00,100.00,100.00,100.00
C,2030280,0.00,288.00,288.00,288.00,100.00,100.00,100.00
C,2030281,0.00,170.00,170.00,170.00,100.00,100.00,100.00
C,2030285,0.00,510.00,510.00,510.00,100.00,100.00,100.00
C,2030290,0.00,510.00,510.00,510.00,100.00,100.00,100.00
C,2030305,145.56,1619.00,1619.00,1619.00,91.01,91.01,91.01
C,2030310,27.84,235.30,235.30,235.30,88.17,88.17,88.17
C,2030315,1091.25,3153.00,3153.00,3153.00,65.39,65.39,65.39
C,2030320,1097.13,3183.00,3183.00,3183.00,65.53,65.53,65.53
C,2030325,0.00,2473.00,2473.00,2473.00,100.00,100.00,100.00
C,2030410,324.95,655.00,655.00,655.00,50.39,50.39,50.39
C,2030415,161.31,491.00,491.00,491.00,67.15,67.15,67.15
C,2030505,94.09,473.00,473.00,473.00,80.11,80.11,80.11
C,2030510,226.98,317.00,317.00,317.00,28.40,28.40,28.40
C,2030515,281.30,352.00,352.00,352.00,20.09,20.09,20.09
C,2030605,430.03,510.00,510.00,510.00,15.68,15.68,15.68
C,2030610,155.24,510.00,510.00,510.00,69.56,69.56,69.56
C,2030780,0.00,486.00,486.00,486.00,100.00,100.00,100.00
C,2280505,333.11,533.00,533.00,533.00,37.50,37.50,37.50
C,2280510,272.46,533.00,533.00,533.00,48.88,48.88,48.88
C,2280515,333.12,533.00,533.00,533.00,37.50,37.50,37.50
C,2280520,333.12,533.00,533.00,533.00,37.50,37.50,37.50
C,2280525,333.12,533.00,533.00,533.00,37.50,37.50,37.50
C,2280530,333.12,533.00,533.00,533.00,37.50,37.50,37.50
C,2280535,399.74,533.00,533.00,533.00,25.00,25.00,25.00
C,2280540,333.12,533.00,533.00,533.00,37.50,37.50,37.50
C,2280545,399.74,533.00,533.00,533.00,25.00,25.00,25.00
C,2280550,333.12,533.00,533.00,533.00,37.50,37.50,37.50
C,2280555,125.90,533.00,533.00,533.00,76.38,76.38,76.38
C,2280560,333.12,533.00,533.00,533.00,37.50,37.50,37.50
C,2280565,119.59,533.00,533.00,533.00,77.56,77.56,77.56
C,2280570,333.12,533.00,533.00,533.00,37.50,37.50,37.50
C,2280575,333.12,533.00,533.00,533.00,37.50,37.50,37.50
C,2280580,399.74,533.00,533.00,533.00,25.00,25.00,25.00
C,2280585,157.97,533.00,533.00,533.00,70.36,70.36,70.36
C,2280590,399.74,533.00,533.00,533.00,25.00,25.00,25.00
C,2280595,0.00,533.00,533.00,533.00,100.00,100.00,100.00
C,2280597,0.00,533.00,533.00,533.00,100.00,100.00,100.00
C,2281005,137.61,533.00,533.00,533.00,74.18,74.18,74.18
C,2281010,399.74,533.00,533.00,533.00,25.00,25.00,25.00
C,2281015,399.74,533.00,533.00,533.00,25.00,25.00,25.00
C,2281020,399.75,533.00,533.00,533.00,25.00,25.00,25.00
C,2281025,399.74,533.00,533.00,533.00,25.00,25.00,25.00
C,2281030,333.11,533.00,533.00,533.00,37.50,37.50,37.50
C,2281035,157.97,533.00,533.00,533.00,70.36,70.36,70.36
C,2281040,399.75,533.00,533.00,533.00,25.00,25.00,25.00
C,2281045,399.74,533.00,533.00,533.00,25.00,25.00,25.00
C,2281050,190.00,533.00,533.00,533.00,64.35,64.35,64.35
C,2281055,333.12,533.00,533.00,533.00,37.50,37.50,37.50
C,2281060,333.12,533.00,533.00,533.00,37.50,37.50,37.50
C,2282005,83.52,191.00,191.00,191.00,56.27,56.27,56.27
C,2282010,143.18,191.00,191.00,191.00,25.04,25.04,25.04
C,2282015,94.98,191.00,191.00,191.00,50.27,50.27,50.27
C,2282020,143.17,191.00,191.00,191.00,25.04,25.04,25.04
C,2282025,0.00,14.18,14.18,14.18,100.00,100.00,100.00
C,2282030,0.00,30.52,30.52,30.52,100.00,100.00,100.00
C,2282035,0.00,15.26,15.26,15.26,100.00,100.00,100.00
C,2282040,0.00,14.18,14.18,14.18,100.00,100.00,100.00
C,2282045,0.00,59.23,59.23,59.23,100.00,100.00,100.00
C,2282505,0.00,29.60,29.60,29.60,100.00,100.00,100.00
C,2282510,0.00,23.18,23.18,23.18,100.00,100.00,100.00
C,2282515,0.00,14.18,14.18,14.18,100.00,100.00,100.00
C,2282520,0.00,490.00,490.00,490.00,100.00,100.00,100.00
C,2282525,0.00,414.25,414.25,414.25,100.00,100.00,100.00
C,2282530,0.00,40.31,40.31,40.31,100.00,100.00,100.00
C,2282535,0.00,14.18,14.18,14.18,100.00,100.00,100.00
C,2282540,0.00,50.36,50.36,50.36,100.00,100.00,100.00
C,2282545,0.00,25.18,25.18,25.18,100.00,100.00,100.00
C,2282550,0.00,28.35,28.35,28.35,100.00,100.00,100.00
C,2282555,0.00,23.44,23.44,23.44,100.00,100.00,100.00
C,2282560,0.00,18.90,18.90,18.90,100.00,100.00,100.00
C,2282565,0.00,9.45,9.45,9.45,100.00,100.00,100.00
C,2282570,0.00,428.00,428.00,428.00,100.00,100.00,100.00
C,2282575,0.00,535.00,535.00,535.00,100.00,100.00,100.00
C,2283015,293.98,490.00,490.00,490.00,40.00,40.00,40.00
C,2283030,320.73,535.00,535.00,535.00,40.05,40.05,40.05
C,2283050,98.92,132.00,132.00,132.00,25.06,25.06,25.06
C,2283055,77.86,132.00,132.00,132.00,41.02,41.02,41.02
C,2283060,62.19,132.00,132.00,132.00,52.89,52.89,52.89
C,2283065,77.86,132.00,132.00,132.00,41.02,41.02,41.02
C,2283070,98.94,132.00,132.00,132.00,25.05,25.05,25.05
C,2283075,62.18,132.00,132.00,132.00,52.89,52.89,52.89
C,2283080,62.18,132.00,132.00,132.00,52.89,52.89,52.89
C,2283085,77.86,132.00,132.00,132.00,41.02,41.02,41.02
C,2283090,98.92,132.00,132.00,132.00,25.06,25.06,25.06
C,2283095,98.92,132.00,132.00,132.00,25.06,25.06,25.06
C,2283505,0.00,292.00,292.00,292.00,100.00,100.00,100.00
C,2283510,0.00,211.00,211.00,211.00,100.00,100.00,100.00
C,2283515,0.00,123.00,123.00,123.00,100.00,100.00,100.00
C,2283520,0.00,148.00,148.00,148.00,100.00,100.00,100.00
C,2283525,0.00,153.00,153.00,153.00,100.00,100.00,100.00
C,2283530,0.00,33.21,33.21,33.21,100.00,100.00,100.00
C,2283540,0.00,123.00,123.00,123.00,100.00,100.00,100.00
C,2283545,0.00,33.21,33.21,33.21,100.00,100.00,100.00
C,2283550,0.00,99.00,99.00,99.00,100.00,100.00,100.00
C,2283555,0.00,123.00,123.00,123.00,100.00,100.00,100.00
C,2283560,99.97,357.00,357.00,357.00,72.00,72.00,72.00
C,2283570,62.19,83.00,83.00,83.00,25.07,25.07,25.07
C,2284005,42.37,56.57,56.57,56.57,25.10,25.10,25.10
C,2284010,13.53,44.60,44.60,44.60,69.66,69.66,69.66
C,2284015,42.38,57.00,57.00,57.00,25.65,25.65,25.65
C,2284020,42.37,57.00,57.00,57.00,25.67,25.67,25.67
C,2284025,32.84,44.60,44.60,44.60,26.37,26.37,26.37
C,2284030,5.54,8.92,8.92,8.92,37.89,37.89,37.89
C,2284035,0.00,1.69,1.69,1.69,100.00,100.00,100.00
C,2284505,0.00,24.27,24.27,24.27,100.00,100.00,100.00
C,2284510,0.00,25.02,25.02,25.02,100.00,100.00,100.00
C,2284515,0.00,18.26,18.26,18.26,100.00,100.00,100.00
C,2284520,0.00,19.17,19.17,19.17,100.00,100.00,100.00
C,2284525,0.00,9.70,9.70,9.70,100.00,100.00,100.00
C,2286005,324.18,636.00,636.00,636.00,49.03,49.03,49.03
C,2286010,293.92,392.00,392.00,392.00,25.02,25.02,25.02
C,2286015,286.62,382.50,382.50,382.50,25.07,25.07,25.07
C,2286020,312.46,417.00,417.00,417.00,25.07,25.07,25.07
C,2286505,394.58,526.50,526.50,526.50,25.06,25.06,25.06
C,2286510,337.38,450.00,450.00,450.00,25.03,25.03,25.03
C,2286512,194.32,390.00,390.00,390.00,50.17,50.17,50.17
C,2286515,284.76,380.00,380.00,380.00,25.06,25.06,25.06
C,2286517,163.29,356.50,356.50,356.50,54.20,54.20,54.20
C,2286520,337.37,450.00,450.00,450.00,25.03,25.03,25.03
C,2286522,194.39,390.00,390.00,390.00,50.16,50.16,50.16
C,2286525,152.32,418.50,418.50,418.50,63.60,63.60,63.60
C,2286527,142.38,351.00,351.00,351.00,59.44,59.44,59.44
C,2286530,0.00,138.00,138.00,138.00,100.00,100.00,100.00
C,2286535,417.42,696.00,696.00,696.00,40.03,40.03,40.03
C,2286540,146.36,675.00,675.00,675.00,78.32,78.32,78.32
C,2286545,247.77,695.00,695.00,695.00,64.35,64.35,64.35
C,2287005,0.00,8.89,8.89,8.89,100.00,100.00,100.00
C,2287015,627.29,837.00,837.00,837.00,25.05,25.05,25.05
C,2287020,361.96,483.00,483.00,483.00,25.06,25.06,25.06
C,2287030,217.15,428.00,428.00,428.00,49.26,49.26,49.26
C,2287035,285.27,381.00,381.00,381.00,25.13,25.13,25.13
C,2287037,335.60,448.00,448.00,448.00,25.09,25.09,25.09
C,2287040,325.92,435.00,435.00,435.00,25.08,25.08,25.08
C,2287045,550.23,734.00,734.00,734.00,25.04,25.04,25.04
C,2287050,387.63,517.00,517.00,517.00,25.02,25.02,25.02
C,2287505,461.34,615.00,615.00,615.00,24.99,24.99,24.99
C,2287510,105.02,328.00,328.00,328.00,67.98,67.98,67.98
C,2287515,324.54,433.00,433.00,433.00,25.05,25.05,25.05
C,2288005,323.29,431.00,431.00,431.00,24.99,24.99,24.99
C,2288007,194.37,374.00,374.00,374.00,48.03,48.03,48.03
C,2288010,269.41,431.00,431.00,431.00,37.49,37.49,37.49
C,2288012,194.08,374.00,374.00,374.00,48.11,48.11,48.11
C,2288015,273.62,365.00,365.00,365.00,25.04,25.04,25.04
C,2288017,163.28,342.00,342.00,342.00,52.26,52.26,52.26
C,2288020,378.56,505.00,505.00,505.00,25.04,25.04,25.04
C,2288022,247.78,667.00,667.00,667.00,62.85,62.85,62.85
C,2288025,247.80,667.00,667.00,667.00,62.85,62.85,62.85
C,2288030,285.96,645.50,645.50,645.50,55.70,55.70,55.70
C,2288035,171.37,401.00,401.00,401.00,57.26,57.26,57.26
C,2288905,357.93,823.00,823.00,823.00,56.51,56.51,56.51
C,2288910,429.52,976.00,976.00,976.00,55.99,55.99,55.99
C,2288912,207.56,318.50,318.50,318.50,34.83,34.83,34.83
C,2288917,262.49,505.00,505.00,505.00,48.02,48.02,48.02
C,2289007,190.90,505.00,505.00,505.00,62.20,62.20,62.20
C,2289012,165.45,318.50,318.50,318.50,48.05,48.05,48.05
C,2289015,322.14,823.00,823.00,823.00,60.86,60.86,60.86
C,2289020,731.80,976.00,976.00,976.00,25.02,25.02,25.02
C,2289105,266.47,666.00,666.00,666.00,59.99,59.99,59.99
C,2289110,143.18,368.00,368.00,368.00,61.09,61.09,61.09
C,2289120,644.28,859.00,859.00,859.00,25.00,25.00,25.00
C,2289200,239.13,319.00,319.00,319.00,25.04,25.04,25.04
C,2289212,261.92,350.00,350.00,350.00,25.17,25.17,25.17
C,2289215,688.18,918.00,918.00,918.00,25.03,25.03,25.03
C,2289220,269.04,1002.00,1002.00,1002.00,73.15,73.15,73.15
C,2289250,361.92,840.00,840.00,840.00,56.91,56.91,56.91
C,2289500,171.82,340.00,340.00,340.00,49.46,49.46,49.46
C,2289505,254.47,340.00,340.00,340.00,25.16,25.16,25.16
C,2289510,254.47,340.00,340.00,340.00,25.16,25.16,25.16
C,2289515,254.47,340.00,340.00,340.00,25.16,25.16,25.16
C,2289520,254.47,340.00,340.00,340.00,25.16,25.16,25.16
C,2289550,141.59,419.00,419.00,419.00,66.21,66.21,66.21
C,2289555,188.52,419.00,419.00,419.00,55.01,55.01,55.01
C,2289560,313.67,419.00,419.00,419.00,25.14,25.14,25.14
C,2289565,313.65,419.00,419.00,419.00,25.14,25.14,25.14
C,2300505,172.03,225.00,225.00,225.00,23.54,23.54,23.54
C,2300507,173.10,225.00,225.00,225.00,23.07,23.07,23.07
C,2300510,173.00,225.00,225.00,225.00,23.11,23.11,23.11
C,2300515,825.00,1150.00,1150.00,1150.00,28.26,28.26,28.26
C,2310500,193.70,216.60,0.00,216.60,10.57,0.00,10.57
C,2310510,500.00,560.00,560.00,560.00,10.71,10.71,10.71
C,2330505,87.45,109.35,109.35,112.11,20.03,20.03,22.00
C,2330510,186.43,233.00,233.00,239.00,19.99,19.99,22.00
C,2330515,236.66,296.00,296.00,303.41,20.05,20.05,22.00
C,2330530,87.45,109.35,109.35,112.11,20.03,20.03,22.00
C,2330535,186.43,233.00,233.00,239.00,19.99,19.99,22.00
C,2330540,152.87,296.00,296.00,303.41,48.35,48.35,49.62
C,2331005,0.00,148.75,148.75,152.56,100.00,100.00,100.00
C,2331010,0.00,17.85,17.85,19.46,100.00,100.00,100.00
C,2331015,95.53,119.50,119.50,122.47,20.06,20.06,22.00
C,2331020,193.70,242.25,242.25,248.33,20.04,20.04,22.00
C,2331022,165.11,326.50,326.50,334.73,49.43,49.43,50.67
C,2331025,84.49,105.75,105.75,108.32,20.10,20.10,22.00
C,2331030,158.21,197.76,197.76,202.83,20.00,20.00,22.00
C,2331032,155.74,294.30,294.30,301.83,47.08,47.08,48.40
C,2331035,106.50,133.25,133.25,136.53,20.08,20.08,22.00
C,2331040,223.37,279.25,279.25,286.37,20.01,20.01,22.00
C,2331505,120.94,151.25,151.25,155.05,20.04,20.04,22.00
C,2331510,187.18,234.00,234.00,239.97,20.01,20.01,22.00
C,2331515,124.00,155.00,155.00,158.97,20.00,20.00,22.00
C,2331520,253.40,316.75,316.75,324.87,20.00,20.00,22.00
C,2331525,78.05,143.50,143.50,147.10,45.61,45.61,46.94
C,2331530,246.00,307.50,307.50,315.38,20.00,20.00,22.00
C,2331535,19.93,23.45,23.45,25.55,15.01,15.01,22.00
C,2332005,122.67,153.50,153.50,157.26,20.08,20.08,22.00
C,2332010,115.68,144.60,144.60,148.30,20.00,20.00,22.00
C,2332015,115.68,144.60,144.60,148.30,20.00,20.00,22.00
C,2332020,115.68,144.60,144.60,148.30,20.00,20.00,22.00
C,2332025,274.65,343.50,343.50,352.11,20.04,20.04,22.00
C,2350505,361.56,405.10,0.00,383.32,10.75,0.00,5.68
C,2350510,227.54,891.22,891.22,891.22,74.47,74.47,74.47
C,2350530,110.16,445.60,445.60,445.60,75.28,75.28,75.28
C,2350905,0.00,112.98,112.98,104.75,100.00,100.00,100.00
C,2351305,0.00,498.41,498.41,453.00,100.00,100.00,100.00
C,2351705,414.55,606.63,606.63,538.41,31.66,31.66,23.00
C,2351710,675.77,824.10,0.00,731.43,18.00,0.00,7.61
C,2352105,0.00,1252.40,1252.40,1113.72,100.00,100.00,100.00
C,2352110,0.00,1252.40,1252.40,1113.72,100.00,100.00,100.00
C,2352510,99.80,124.75,0.00,122.23,20.00,0.00,18.35
C,2352515,79.18,124.75,124.75,122.23,36.53,36.53,35.22
C,2352520,79.18,124.75,124.75,122.23,36.53,36.53,35.22
C,2352525,99.80,124.75,124.75,122.23,20.00,20.00,18.35
C,2352530,99.80,124.75,0.00,122.23,20.00,0.00,18.35
C,2352540,99.80,124.75,124.75,122.23,20.00,20.00,18.35
C,2352545,79.18,124.75,124.75,122.23,36.53,36.53,35.22
C,2352547,99.80,124.75,124.75,122.23,20.00,20.00,18.35
C,2352552,51.27,124.75,124.75,122.23,58.90,58.90,58.05
C,2352555,99.80,124.75,124.75,122.23,20.00,20.00,18.35
C,2352557,79.18,124.75,124.75,122.23,36.53,36.53,35.22
C,2353305,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353306,91.66,114.58,114.58,100.97,20.00,20.00,9.22
C,2353310,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353311,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353320,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353321,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353330,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353331,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353340,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353341,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353345,82.06,114.58,114.58,100.97,28.38,28.38,18.73
C,2353346,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353350,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353351,91.67,114.58,114.58,100.97,19.99,19.99,9.21
C,2353355,91.68,114.58,114.58,100.97,19.99,19.99,9.20
C,2353356,91.67,114.50,114.50,100.97,19.94,19.94,9.21
C,2353361,91.67,114.50,114.50,100.97,19.94,19.94,9.21
C,2353705,863.10,1079.00,0.00,995.38,20.01,0.00,13.29
C,2353710,51.60,64.50,64.50,63.20,20.00,20.00,18.35
C,2353715,863.10,1079.00,0.00,995.38,20.01,0.00,13.29
C,2353720,46.11,64.50,64.50,63.20,28.51,28.51,27.04
C,2353725,883.62,1105.00,1105.00,1019.07,20.03,20.03,13.29
C,2353730,883.62,1105.00,1105.00,1019.07,20.03,20.03,13.29
C,2353745,770.65,1021.10,1021.10,942.09,24.53,24.53,18.20
C,2353746,14.04,21.90,21.90,21.90,35.89,35.89,35.89
C,2354108,940.20,1175.25,1175.25,1084.30,20.00,20.00,13.29
C,2354110,50.74,70.25,70.25,68.83,27.77,27.77,26.28
C,2354118,940.27,1175.25,1175.25,1084.30,19.99,19.99,13.28
C,2354120,50.69,70.25,70.25,68.83,27.84,27.84,26.35
C,2354180,660.54,826.00,826.00,761.78,20.03,20.03,13.29
C,2354315,0.00,1702.00,1702.00,1570.06,100.00,100.00,100.00
C,2354320,796.41,1702.00,1702.00,1570.06,53.21,53.21,49.28
C,2354905,128.54,206.00,206.00,201.50,37.60,37.60,36.21
C,2354910,939.38,1174.25,1174.25,1083.35,20.00,20.00,13.29
C,2354915,672.24,1064.30,1064.30,981.92,36.84,36.84,31.54
C,2354916,672.23,1064.30,1064.30,981.92,36.84,36.84,31.54
C,2354920,164.53,206.00,206.00,201.50,20.13,20.13,18.35
C,2354925,939.38,1174.25,0.00,1083.35,20.00,0.00,13.29
C,2354930,851.45,1064.30,0.00,981.92,20.00,0.00,13.29
C,2354931,672.24,1064.30,1064.30,981.92,36.84,36.84,31.54
C,2354935,76.02,206.00,206.00,201.50,63.10,63.10,62.27
C,2354940,452.16,1174.25,1174.25,1083.35,61.49,61.49,58.26
C,2354945,640.01,1064.30,1064.30,981.92,39.87,39.87,34.82
C,2354950,0.00,1514.00,1514.00,1514.00,100.00,100.00,100.00
C,2354965,557.81,1174.25,1174.25,1083.35,52.50,52.50,48.51
C,2354970,41.43,138.25,138.25,135.42,70.03,70.03,69.41
C,2354972,1205.43,1715.00,1715.00,1679.92,29.71,29.71,28.24
C,2354974,0.00,196.00,196.00,192.00,100.00,100.00,100.00
C,2354986,1318.59,1935.00,1935.00,1895.90,31.86,31.86,30.45
C,2354988,164.84,242.00,242.00,237.00,31.88,31.88,30.45
C,2355305,872.22,1395.00,1395.00,1241.55,37.48,37.48,29.75
C,2355315,717.81,1077.00,1077.00,1015.70,33.35,33.35,29.33
C,2355320,65.80,149.60,149.60,141.06,56.02,56.02,53.35
C,2355325,567.00,1395.00,1395.00,1241.55,59.35,59.35,54.33
C,2355505,619.28,774.00,0.00,774.00,19.99,0.00,19.99
C,2355710,675.19,917.50,917.50,846.36,26.41,26.41,20.22
C,2356105,689.27,951.00,951.00,846.42,27.52,27.52,18.57
C,2356512,70.21,164.50,164.50,144.90,57.32,57.32,51.55
C,2356517,61.02,164.50,164.50,144.90,62.91,62.91,57.89
C,2356525,66.81,164.50,164.50,144.90,59.39,59.39,53.89
C,2356537,70.21,164.50,164.50,144.90,57.32,57.32,51.55
C,2356542,70.21,164.50,164.50,144.90,57.32,57.32,51.55
C,2356547,173.05,277.30,277.30,244.30,37.59,37.59,29.16
C,2356552,154.50,277.30,277.30,244.30,44.28,44.28,36.76
C,2356557,154.50,277.30,277.30,244.30,44.28,44.28,36.76
C,2356562,173.07,277.30,277.30,244.30,37.59,37.59,29.16
C,2356565,173.05,277.30,277.30,244.30,37.59,37.59,29.16
C,2356572,173.05,277.30,277.30,244.30,37.59,37.59,29.16
C,2356577,173.05,277.30,277.30,244.30,37.59,37.59,29.16
C,2356579,154.50,277.30,277.30,244.30,44.28,44.28,36.76
C,2357305,234.02,292.52,292.52,254.08,20.00,20.00,7.90
C,2357705,168.78,210.93,210.93,183.22,19.98,19.98,7.88
C,2357710,168.76,210.93,210.93,183.22,19.99,19.99,7.89
C,2357715,168.77,210.93,210.93,183.22,19.99,19.99,7.89
C,2360505,61.28,95.71,95.71,88.68,35.97,35.97,30.90
C,2360510,56.13,95.71,95.71,88.68,41.35,41.35,36.71
C,2360515,56.13,95.71,95.71,88.68,41.35,41.35,36.71
C,2360520,56.13,95.71,95.71,88.68,41.35,41.35,36.71
C,2360525,56.13,95.71,95.71,88.68,41.35,41.35,36.71
C,2360530,61.24,95.71,95.71,88.68,36.02,36.02,30.94
C,2360535,78.48,95.71,95.71,88.68,18.00,18.00,11.50
C,2360540,0.00,95.71,95.71,88.68,100.00,100.00,100.00
C,2360805,128.69,147.07,147.07,145.41,12.50,12.50,11.50
C,2361005,163.68,206.41,206.41,204.07,20.70,20.70,19.79
C,2361505,84.20,197.00,197.00,177.90,57.26,57.26,52.67
C,2361510,53.95,197.00,197.00,177.90,72.61,72.61,69.67
C,2361515,53.95,197.00,197.00,177.90,72.61,72.61,69.67
C,2361520,92.72,197.00,197.00,177.90,52.93,52.93,47.88
C,2362005,213.63,244.17,244.17,241.41,12.51,12.51,11.51
C,2362010,193.26,244.17,244.17,241.41,20.85,20.85,19.95
C,2362015,213.66,244.17,244.17,241.41,12.50,12.50,11.49
C,2362020,213.64,244.17,244.17,241.41,12.50,12.50,11.50
C,2362025,213.65,244.17,244.17,241.41,12.50,12.50,11.50
C,2362030,193.30,244.17,244.17,241.41,20.83,20.83,19.93
C,2362035,213.65,244.17,244.17,241.41,12.50,12.50,11.50
C,2362050,104.37,130.50,130.50,117.93,20.02,20.02,11.50
C,2362055,104.37,130.50,130.50,117.93,20.02,20.02,11.50
C,2362060,104.37,130.50,130.50,117.93,20.02,20.02,11.50
C,2362505,146.74,183.84,183.84,181.76,20.18,20.18,19.27
C,2362510,146.75,183.84,183.84,181.76,20.18,20.18,19.26
C,2362515,146.76,183.84,183.84,181.76,20.17,20.17,19.26
C,2363010,135.46,154.81,154.81,153.06,12.50,12.50,11.50
C,2363020,121.92,154.81,154.81,153.06,21.25,21.25,20.34
C,2363505,64.79,222.14,222.14,219.63,70.83,70.83,70.50
C,2363510,36.25,222.14,222.14,219.63,83.68,83.68,83.49
C,2363515,64.79,222.14,222.14,219.63,70.83,70.83,70.50
C,2364005,243.81,359.00,359.00,324.45,32.09,32.09,24.85
C,2364010,88.04,359.00,359.00,324.45,75.48,75.48,72.86
C,2364020,270.91,359.00,359.00,324.45,24.54,24.54,16.50
C,2365505,142.33,266.00,266.00,240.40,46.49,46.49,40.79
C,2365510,88.06,266.00,266.00,240.40,66.89,66.89,63.37
C,2365515,142.33,266.00,266.00,240.40,46.49,46.49,40.79
C,2365520,142.33,266.00,266.00,240.40,46.49,46.49,40.79
C,2365525,88.06,266.00,266.00,240.40,66.89,66.89,63.37
C,2365540,142.34,266.00,266.00,240.40,46.49,46.49,40.79
C,2365550,116.16,227.00,227.00,205.00,48.83,48.83,43.34
C,2365555,116.16,227.00,227.00,205.00,48.83,48.83,43.34
C,2365560,66.37,227.00,227.00,205.00,70.76,70.76,67.62
C,2365565,103.71,227.00,227.00,205.00,54.31,54.31,49.41
C,2366005,142.33,266.00,266.00,240.40,46.49,46.49,40.79
C,2366010,88.06,266.00,266.00,240.40,66.89,66.89,63.37
C,2366015,88.06,266.00,266.00,240.40,66.89,66.89,63.37
C,2366050,116.16,227.00,227.00,205.00,48.83,48.83,43.34
C,2366055,82.97,227.00,227.00,205.00,63.45,63.45,59.53
C,2366060,116.16,227.00,227.00,205.00,48.83,48.83,43.34
C,2367005,142.33,162.66,162.66,160.82,12.50,12.50,11.50
C,2367010,142.33,162.66,162.66,160.82,12.50,12.50,11.50
C,2367500,149.02,186.25,186.25,168.33,19.99,19.99,11.47
C,2367505,84.66,106.43,106.43,105.23,20.45,20.45,19.55
C,2367510,84.66,106.43,106.43,105.23,20.45,20.45,19.55
C,2367525,214.66,268.00,268.00,242.58,19.90,19.90,11.51
C,2368005,110.37,118.00,118.00,106.60,6.47,6.47,-3.54
