sucursal,codigo,p1,p2,p3,cp,uc,m1,m2,m3
O,2280505,444,444,444,333.11,333.11,33.29,33.29,33.29
O,2280510,444,444,444,272.45,272.46,62.96,62.96,62.96
O,2280515,444,444,444,272.45,272.46,62.96,62.96,62.96
O,2280520,444,444,444,333.11,333.12,33.29,33.29,33.29
O,2280525,444,444,444,272.45,272.44,62.97,62.97,62.97
O,2280530,444,444,444,272.45,272.46,62.96,62.96,62.96
O,2280535,444,444,444,313.95,313.96,41.42,41.42,41.42
O,2280540,444,444,444,272.46,272.46,62.96,62.96,62.96
O,2280545,444,444,444,333.11,333.12,33.29,33.29,33.29
O,2280550,444,444,444,272.46,272.46,62.96,62.96,62.96
O,2280555,444,444,444,125.89,125.9,252.66,252.66,252.66
O,2280560,444,444,444,272.45,272.46,62.96,62.96,62.96
O,2280565,444,444,444,119.59,119.59,271.27,271.27,271.27
O,2280570,444,444,444,272.45,272.46,62.96,62.96,62.96
O,2280575,444,444,444,333.11,333.12,33.29,33.29,33.29
O,2280580,444,444,444,272.45,272.46,62.96,62.96,62.96
O,2280585,444,444,444,157.96,157.97,181.07,181.07,181.07
O,2280590,444,444,444,199.01,199.01,123.1,123.1,123.1
O,2281005,444,444,444,137.6,137.6,222.67,222.67,222.67
O,2281010,444,444,444,333.11,333.12,33.29,33.29,33.29
O,2281015,444,444,444,272.45,272.46,62.96,62.96,62.96
O,2281020,444,444,444,272.46,263.46,68.53,68.53,68.53
O,2281025,444,444,444,272.46,272.46,62.96,62.96,62.96
O,2281030,444,444,444,272.45,272.46,62.96,62.96,62.96
O,2281035,444,444,444,157.96,157.97,181.07,181.07,181.07
O,2281040,444,444,444,272.46,272.46,62.96,62.96,62.96
O,2281045,444,444,444,272.45,272.46,62.96,62.96,62.96
O,2281050,444,444,444,157.97,199.01,123.1,123.1,123.1
O,2281055,444,444,444,333.11,333.12,33.29,33.29,33.29
O,2281060,444,444,444,272.46,272.46,62.96,62.96,62.96
O,2282005,191,191,191,94.97,94.98,101.09,101.09,101.09
O,2282010,191,191,191,94.97,94.98,101.09,101.09,101.09
O,2282015,191,191,191,94.98,94.99,101.07,101.07,101.07
O,2282020,191,191,191,113.26,113.27,68.62,68.62,68.62
O,2283015,421,421,421,244.98,245,71.84,71.84,71.84
O,2283030,428,428,428,320.7,320.71,33.45,33.45,33.45
O,2283050,104,104,104,62.17,62.19,67.23,67.23,67.23
O,2283055,104,104,104,62.18,62.19,67.23,67.23,67.23
O,2283060,104,104,104,62.18,62.19,67.23,67.23,67.23
O,2283065,104,104,104,77.86,77.87,33.56,33.56,33.56
O,2283070,104,104,104,77.86,77.14,34.82,34.82,34.82
O,2283075,104,104,104,77.86,77.89,33.52,33.52,33.52
O,2283080,104,104,104,62.18,62.19,67.23,67.23,67.23
O,2283085,104,104,104,62.18,62.18,67.26,67.26,67.26
O,2283090,104,104,104,77.86,75.25,38.21,38.21,38.21
O,2283515,123,123,123,59.65,59.96,105.14,105.14,105.14
O,2283560,357,357,357,59.65,60.18,493.22,493.22,493.22
O,2283570,83,83,83,62.18,62.24,33.35,33.35,33.35
O,2284005,44.6,44.6,44.6,12.1,12.12,267.99,267.99,267.99
O,2284010,44.6,44.6,44.6,13.52,13.53,229.64,229.64,229.64
O,2284015,44.6,44.6,44.6,27.28,27.3,63.37,63.37,63.37
O,2284020,44.6,44.6,44.6,27.28,27.29,63.43,63.43,63.43
O,2284025,44.6,44.6,44.6,27.28,27.28,63.49,63.49,63.49
O,2286005,636,636,636,322.62,322.64,97.12,97.12,97.12
O,2286010,341,341,341,205.43,203.84,67.29,67.29,67.29
O,2286015,382.5,382.5,382.5,191.07,191.08,100.18,100.18,100.18
O,2286020,417,417,417,312.44,312.46,33.46,33.46,33.46
O,2286505,438.5,438.5,438.5,328.8,328.48,33.49,33.49,33.49
O,2286510,375,375,375,281.15,280.29,33.79,33.79,33.79
O,2286512,325,325,325,194.29,194.31,67.26,67.26,67.26
O,2286515,292.5,292.5,292.5,219.05,218.92,33.61,33.61,33.61
O,2286517,274,274,274,163.27,163.38,67.71,67.71,67.71
O,2286520,375,375,375,280.71,280.74,33.58,33.58,33.58
O,2286522,325,325,325,194.29,194.16,67.39,67.39,67.39
O,2286525,343,343,343,152.32,152.44,125.01,125.01,125.01
O,2286527,308,308,308,142.38,142.4,116.29,116.29,116.29
O,2286535,557,557,557,198.53,198.52,180.58,180.58,180.58
O,2286540,540,540,540,168.3,168.31,220.84,220.84,220.84
O,2286545,556,556,556,244.23,244.26,127.63,127.63,127.63
O,2287020,483,483,483,214.76,214.76,124.9,124.9,124.9
O,2287030,428,428,428,217.14,217.24,97.02,97.02,97.02
O,2287035,381,381,381,212.37,212.4,79.38,79.38,79.38
O,2287037,448,448,448,274.6,274.64,63.12,63.12,63.12
O,2287040,435,435,435,217.14,217.15,100.32,100.32,100.32
O,2287050,517,517,517,151.12,151.13,242.09,242.09,242.09
O,2287505,615,615,615,189.3,189.3,224.88,224.88,224.88
O,2287510,328,328,328,209.56,209.56,56.52,56.52,56.52
O,2287515,433,433,433,271.06,271.08,59.73,59.73,59.73
O,2288005,360,360,360,269.4,268.96,33.85,33.85,33.85
O,2288007,312,312,312,194.29,193.74,61.04,61.04,61.04
O,2288010,360,360,360,269.4,269.32,33.67,33.67,33.67
O,2288012,312,312,312,194.29,193.81,60.98,60.98,60.98
O,2288015,281,281,281,210.22,210.24,33.66,33.66,33.66
O,2288017,263,263,263,163.27,162.39,61.96,61.96,61.96
O,2288020,421,421,421,315.18,315.24,33.55,33.55,33.55
O,2288022,534,534,534,247.76,247.77,115.52,115.52,115.52
O,2288025,534,534,534,247.76,247.77,115.52,115.52,115.52
O,2288035,329,329,329,171.31,171.38,91.97,91.97,91.97
O,2288905,823,823,823,357.93,357.93,129.93,129.93,129.93
O,2288910,976,976,976,429.51,429.52,127.23,127.23,127.23
O,2288912,318.5,318.5,318.5,165.45,165.46,92.49,92.49,92.49
O,2288917,505,505,505,262.48,262.49,92.39,92.39,92.39
O,2289007,505,505,505,190.9,190.91,164.52,164.52,164.52
O,2289012,318.5,318.5,318.5,165.45,165.46,92.49,92.49,92.49
O,2289015,823,823,823,322.13,322.14,155.48,155.48,155.48
O,2289105,666,666,666,251.54,251.56,164.75,164.75,164.75
O,2289110,368,368,368,143.17,142.36,158.5,158.5,158.5
O,2289120,859,859,859,644.27,644.28,33.33,33.33,33.33
O,2289200,319,319,319,239.12,237.05,34.57,34.57,34.57
O,2289212,350,350,350,261.98,261.99,33.59,33.59,33.59
O,2289215,918,918,918,688.18,685.28,33.96,33.96,33.96
O,2289250,840,840,840,218.34,218.35,284.7,284.7,284.7
O,2289500,340,340,340,143.17,143.19,137.45,137.45,137.45
O,2289505,340,340,340,254.46,254.47,33.61,33.61,33.61
O,2289510,340,340,340,254.46,254.47,33.61,33.61,33.61
O,2289515,340,340,340,254.46,254.48,33.61,33.61,33.61
O,2289520,340,340,340,143.17,143.2,137.43,137.43,137.43
O,2289550,419,419,419,141.58,141.59,195.92,195.92,195.92
O,2289555,419,419,419,313.64,313.65,33.59,33.59,33.59
O,2289560,419,419,419,313.64,313.65,33.59,33.59,33.59
O,2289565,419,419,419,313.64,313.65,33.59,33.59,33.59
O,2300505,225,225,225,173,173,30.06,30.06,30.06
O,2300507,225,225,225,173,173,30.06,30.06,30.06
O,2300510,225,225,225,172,172,30.81,30.81,30.81
O,2300515,960,960,960,400,400,140,140,140
O,2310500,167.6,167.6,167.6,158.98,159.44,5.12,5.12,5.12
O,2330505,109.35,109.35,112.11,63.83,63.83,71.31,71.31,75.64
O,2330510,233,233,239,136.08,136.08,71.22,71.22,75.63
O,2330515,296,296,303.41,152.87,152.87,93.63,93.63,98.48
O,2330530,109.35,109.35,112.11,59.1,59.1,85.03,85.03,89.7
O,2330535,233,233,239,136.08,136.08,71.22,71.22,75.63
O,2330540,296,296,303.41,152.87,152.87,93.63,93.63,98.48
O,2331015,118.5,119.5,122.47,72.92,72.96,62.42,63.79,67.86
O,2331020,242.25,242.25,248.33,162.77,162.77,48.83,48.83,52.56
O,2331022,326.5,326.5,334.73,206.39,206.39,58.2,58.2,62.18
O,2331025,105.75,105.75,108.32,78.96,78.96,33.93,33.93,37.18
O,2331030,197.76,197.76,202.83,158.21,158.22,24.99,24.99,28.19
O,2331032,294.3,294.3,301.83,155.74,155.74,88.97,88.97,93.8
O,2331035,106.07,106.07,108.79,84.86,1018.32,-89.58,-89.58,-89.32
O,2331040,279.25,279.25,286.37,223.37,223.37,25.02,25.02,28.2
O,2331505,151.25,151.25,155.05,120.94,120.94,25.06,25.06,28.2
O,2331510,234,234,239.97,187.18,161.2,45.16,45.16,48.86
O,2331515,155,155,158.97,124,109.57,41.46,41.46,45.09
O,2331520,316.75,316.75,324.87,253.4,251.82,25.78,25.78,29.01
O,2331525,143.5,143.5,147.1,78.05,78.05,83.86,83.86,88.47
O,2331530,307.5,307.5,315.38,160.78,160.78,91.26,91.26,96.16
O,2331535,23.45,23.45,25.55,19.93,19.93,17.66,17.66,28.2
O,2332005,153.5,153.5,157.26,122.67,122.67,25.13,25.13,28.2
O,2332010,144.6,144.6,148.3,115.68,115.68,25,25,28.2
O,2332015,144.6,144.6,148.3,115.68,115.68,25,25,28.2
O,2332020,144.6,144.6,148.3,115.68,115.68,25,25,28.2
O,2332025,343.5,343.5,352.11,274.65,274.65,25.07,25.07,28.2
O,3000520,673.2,673.2,673.2,578,579.33,16.2,16.2,16.2
O,3500505,837.25,837.25,837.25,607.36,607.35,37.85,37.85,37.85
O,3500510,722.5,722.5,722.5,457.35,457.6,57.89,57.89,57.89
O,3500515,668.6,668.6,668.6,488.98,488.98,36.73,36.73,36.73
O,3500550,423.08,423.08,423.08,309.43,309.66,36.63,36.63,36.63
O,3500555,388,388,388,287.25,287.28,35.06,35.06,35.06
O,3500560,380,380,380,279.74,279.75,35.84,35.84,35.84
O,3800500,403.5,403.5,403.5,302.54,302.6,33.34,33.34,33.34
O,3800508,383.1,383.1,410.4,287.28,287.28,33.35,33.35,42.86
O,3800515,181.6,181.6,194.5,136.15,136.15,33.38,33.38,42.86
O,3800520,386,386,413.53,289.47,289.47,33.35,33.35,42.86
O,3801000,403.5,403.5,403.5,302.55,302.6,33.34,33.34,33.34
O,3801008,383.1,383.1,410.4,287.75,287.75,33.14,33.14,42.62
O,3801015,181.6,181.6,194.5,102.95,102.95,76.4,76.4,88.93
O,3801020,386,386,413.53,289.48,289.48,33.34,33.34,42.85
O,3801500,437.5,437.5,437.5,328.17,328.13,33.33,33.33,33.33
O,3801508,415,415,438.25,311.16,311.16,33.37,33.37,40.84
O,3801520,423,423,446.56,317.06,317.09,33.4,33.4,40.83
O,3802000,437.5,437.5,437.5,327.98,327.98,33.39,33.39,33.39
O,3802008,415,415,438.25,311.15,311.15,33.38,33.38,40.85
O,3802020,423,423,446.56,317.07,317.07,33.41,33.41,40.84
O,3802500,593.25,593.25,593.25,444.86,444.87,33.35,33.35,33.35
O,3802508,553,553,584.2,360.7,360.72,53.3,53.3,61.95
O,3802515,270.6,270.6,285.86,176.51,176.51,53.31,53.31,61.95
O,3802520,577.6,577.6,610.1,433.15,433.18,33.34,33.34,40.84
O,3880101,140.96,140.96,140.96,114.29,114.29,23.34,23.34,23.34
O,3880102,105.71,105.71,105.71,85.72,85.72,23.32,23.32,23.32
O,3880103,69.96,69.96,69.96,49.76,49.8,40.48,40.48,40.48
O,3880104,268.61,268.61,268.61,217.7,217.79,23.33,23.33,23.33
O,3880106,496.25,496.25,496.25,402.34,402.37,23.33,23.33,23.33
O,3880111,140.96,140.96,140.96,114.29,114.31,23.31,23.31,23.31
O,3880112,105.71,105.71,105.71,85.71,85.6,23.49,23.49,23.49
O,3880114,268.61,268.61,268.61,217.78,217.8,23.33,23.33,23.33
O,3880115,496.25,496.25,496.25,402.08,402.08,23.42,23.42,23.42
O,3880116,293.7,293.7,293.7,238.09,238.08,23.36,23.36,23.36
O,3880118,330.88,330.88,330.88,268.56,268.56,23.21,23.21,23.21
O,3880120,496.25,496.25,496.25,402.34,402.36,23.33,23.33,23.33
O,3881202,386.35,386.35,386.35,294.89,294.9,31.01,31.01,31.01
O,3881240,83.8,83.8,83.8,71.98,71.99,16.41,16.41,16.41
O,3881244,167.6,167.6,167.6,117.38,117.4,42.76,42.76,42.76
O,3881264,515.1,515.1,515.1,368.51,368.52,39.78,39.78,39.78
O,3881280,686.8,686.8,686.8,479.12,477.04,43.97,43.97,43.97
O,3881508,600.84,600.84,600.84,467.64,467.68,28.47,28.47,28.47
O,3882102,343.5,343.5,343.5,244.75,244.76,40.34,40.34,40.34
O,3882104,343.5,343.5,343.5,258.09,258.1,33.09,33.09,33.09
O,3882106,343.5,343.5,343.5,258.08,258.09,33.09,33.09,33.09
O,3882112,343.5,343.5,343.5,258.08,258.1,33.09,33.09,33.09
O,3883008,429.1,429.1,429.1,352.14,349.36,22.82,22.82,22.82
O,3883302,429.09,429.09,429.09,321.59,268.76,59.66,59.66,59.66
O,3883307,557.89,557.89,557.89,330.11,330.12,69,69,69
O,3883312,671.38,671.38,671.38,418.45,439.72,52.68,52.68,52.68
O,3883314,557.9,557.9,557.9,479.12,475.92,17.23,17.23,17.23
O,3883324,644.04,644.04,644.04,458.29,446.4,44.27,44.27,44.27
O,3883502,343.03,343.03,343.03,273.31,273.29,25.52,25.52,25.52
O,3883504,342.86,342.86,342.86,234.62,234.6,46.15,46.15,46.15
O,3883506,85.97,85.97,85.97,67.96,68,26.43,26.43,26.43
O,3883511,346.49,346.49,346.49,293.12,293.2,18.18,18.18,18.18
O,3884102,428.95,428.95,428.95,331.48,331.48,29.4,29.4,29.4
O,3884103,558.75,558.75,558.75,479.86,479.88,16.44,16.44,16.44
O,3884104,428.95,428.95,428.95,331.47,331.49,29.4,29.4,29.4
O,3884105,558.75,558.75,558.75,479.87,479.88,16.44,16.44,16.44
O,3884106,644.85,644.85,644.85,516.04,516.04,24.96,24.96,24.96
O,3884108,644.85,644.85,644.85,516.04,516.12,24.94,24.94,24.94
O,3884120,365.35,365.35,365.35,313.76,313.77,16.44,16.44,16.44
O,3884202,97.92,97.92,84.96,78.05,78.06,25.44,25.44,8.84
O,3884204,117.96,117.96,101.16,92.93,92.93,26.93,26.93,8.86
O,3884206,117.96,117.96,101.16,92.93,92.93,26.93,26.93,8.86
O,3884310,904.12,904.12,904.12,811.34,811.36,11.43,11.43,11.43
O,3884312,868.92,868.92,868.92,697.94,720.48,20.6,20.6,20.6
O,3884320,386.39,386.39,386.39,323.59,331.85,16.44,16.44,16.44
O,3884322,686.93,686.93,686.93,589.94,589.95,16.44,16.44,16.44
O,3885310,530.45,530.45,530.45,450.26,450.26,17.81,17.81,17.81
O,3885313,530.45,530.45,530.45,429.61,430.64,23.18,23.18,23.18
O,3885314,530.45,530.45,530.45,450.26,450.27,17.81,17.81,17.81
O,3885315,623.73,623.73,623.73,529.42,529.43,17.81,17.81,17.81
O,3885316,623.73,623.73,623.73,529.42,529.44,17.81,17.81,17.81
O,3885320,158.4,158.4,137.16,124.31,124.34,27.39,27.39,10.31
O,3885332,246.24,246.24,221.16,201.25,201.28,22.34,22.34,9.88
O,3885334,246.24,246.24,221.16,201.16,201.17,22.4,22.4,9.94
O,3885336,246.24,246.24,221.16,201.16,201.19,22.39,22.39,9.93
O,3885338,246.24,246.24,221.16,201.16,201.2,22.39,22.39,9.92
O,3885344,157.14,157.14,157.14,133.36,133.37,17.82,17.82,17.82
O,3885346,157.14,157.14,157.14,133.39,133.49,17.72,17.72,17.72
O,3885348,157.14,157.14,157.14,133.38,133.45,17.75,17.75,17.75
O,3885354,313.1,313.1,313.1,265.81,265.86,17.77,17.77,17.77
O,3885356,313.1,313.1,313.1,265.77,265.78,17.8,17.8,17.8
O,3885358,313.1,313.1,313.1,265.77,265.77,17.81,17.81,17.81
O,3885602,817.75,817.75,817.75,660.73,660.76,23.76,23.76,23.76
O,3885616,817.75,817.75,817.75,660.73,660.72,23.77,23.77,23.77
O,3885902,765.07,765.07,765.07,586.91,586.92,30.35,30.35,30.35
O,3885909,765.07,765.07,765.07,586.91,586.91,30.36,30.36,30.36
O,3886208,320.21,320.21,320.21,217.79,217.8,47.02,47.02,47.02
O,3886504,593.15,593.15,593.15,439.26,439.24,35.04,35.04,35.04
O,3886506,593.15,593.15,593.15,439.26,439.28,35.03,35.03,35.03
O,3886602,42.91,42.91,42.91,36.96,36.94,16.16,16.16,16.16
O,3886604,253.23,253.23,253.23,216.56,216.56,16.93,16.93,16.93
O,3886802,817.75,817.75,817.75,592.8,592.81,37.94,37.94,37.94
O,3887100,343.55,343.55,343.55,217.78,217.8,57.74,57.74,57.74
O,3887102,778.4,778.4,778.4,323.14,323.16,140.87,140.87,140.87
O,3887105,290.25,290.25,290.25,201.15,201.2,44.26,44.26,44.26
O,3887107,343.55,343.55,343.55,217.5,217.56,57.91,57.91,57.91
O,3887110,326.15,326.15,326.15,276.84,276.84,17.81,17.81,17.81
O,3887112,1382.9,1382.9,1382.9,1023.21,1023.24,35.15,35.15,35.15
O,3887114,774.05,774.05,774.05,549.99,550,40.74,40.74,40.74
O,3887116,774.05,774.05,774.05,477.31,477.34,62.16,62.16,62.16
O,3887204,343.55,343.55,343.55,254.69,254.71,34.88,34.88,34.88
O,3887602,17.47,17.47,17.47,14.54,14.54,20.15,20.15,20.15
O,3887614,280,280,249.2,228.95,228.96,22.29,22.29,8.84
O,3887618,287.08,287.08,251.88,231.4,231.43,24.05,24.05,8.84
O,3887620,210,210,196.2,179.15,179.18,17.2,17.2,9.5
O,3887622,240,240,213.6,194.1,194.11,23.64,23.64,10.04
O,3887623,1148.8,1148.8,934,840.91,840.92,36.61,36.61,11.07
O,3887624,1148.8,1148.8,934,840.91,840.92,36.61,36.61,11.07
O,3887626,1148.8,1148.8,934,840.89,840.92,36.61,36.61,11.07
O,3887630,82.27,82.27,66.88,61.39,61.41,33.97,33.97,8.91
O,3887632,240,240,213.6,194.13,194.13,23.63,23.63,10.03
O,3887650,233.04,233.04,206.4,187.48,187.5,24.29,24.29,10.08
O,3887652,234.48,234.48,190.62,171.6,171.61,36.64,36.64,11.08
O,3887654,117.7,117.7,95.7,87.91,88,33.75,33.75,8.75
O,3887656,233.04,233.04,206.4,187.46,187.49,24.29,24.29,10.09
O,3887660,234.48,234.48,190.62,171.62,171.64,36.61,36.61,11.06
O,3887661,233.04,233.04,206.4,187.49,187.51,24.28,24.28,10.07
O,3887663,233.04,233.04,206.4,187.54,187.52,24.27,24.27,10.07
O,3887665,234.48,234.48,190.62,171.59,171.6,36.64,36.64,11.08
O,3887902,159.44,159.44,159.44,135.34,135.36,17.79,17.79,17.79
O,3888204,151.31,151.31,151.31,128.44,128.45,17.8,17.8,17.8
O,3891205,422.28,403.87,403.87,342.81,342.94,23.14,17.77,17.77
O,3891208,336.7,321.44,321.44,294.07,294.08,14.49,9.3,9.3
O,3891213,250.62,239.28,239.28,218.92,218.94,14.47,9.29,9.29
O,3891216,352.8,335.2,335.2,306.55,306.58,15.08,9.34,9.34
O,3891220,254.1,246.9,246.9,226.24,226.28,12.29,9.11,9.11
O,3891402,189.72,189.72,189.72,157.76,157.79,20.24,20.24,20.24
O,3891406,189.72,189.72,189.72,157.76,157.78,20.24,20.24,20.24
O,3891605,422.28,403.87,403.87,342.81,342.88,23.16,17.79,17.79
O,3891608,336.7,321.44,321.44,294.07,294.07,14.5,9.31,9.31
O,3891616,352.8,335.2,335.2,306.55,306.56,15.08,9.34,9.34
O,3891620,254.1,246.9,246.9,226.24,226.25,12.31,9.13,9.13
O,3891808,336.7,321.44,321.44,294.06,294.08,14.49,9.3,9.3
O,3891816,352.8,335.2,335.2,306.54,306.6,15.07,9.33,9.33
O,3891820,254.1,246.9,246.9,205.56,182.46,39.26,35.32,35.32
O,3892008,336.7,321.44,321.44,294.07,294.07,14.5,9.31,9.31
O,3892013,250.62,239.28,239.28,218.92,218.94,14.47,9.29,9.29
O,3892016,352.8,335.2,335.2,306.55,306.55,15.09,9.35,9.35
O,3892020,254.1,246.9,246.9,226.24,225.92,12.47,9.29,9.29
O,3892205,422.28,403.87,403.87,342.8,342.84,23.17,17.8,17.8
O,3892208,336.7,321.44,321.44,294.05,294.1,14.48,9.3,9.3
O,3892213,250.62,239.28,239.28,218.92,218.94,14.47,9.29,9.29
O,3892216,352.8,335.2,335.2,305.62,306.48,15.11,9.37,9.37
O,3892220,254.1,246.9,246.9,226.24,226.26,12.3,9.12,9.12
O,3892405,422.28,403.87,403.87,342.8,342.98,23.12,17.75,17.75
O,3892408,336.7,321.44,321.44,294.07,294.09,14.49,9.3,9.3
O,3892413,250.62,239.28,239.28,218.92,218.95,14.46,9.29,9.29
O,3892416,352.8,335.2,335.2,306.55,306.64,15.05,9.31,9.31
O,3892420,254.1,246.9,246.9,226.24,226.25,12.31,9.13,9.13
O,3892608,336.7,321.44,321.44,294.07,294.08,14.49,9.3,9.3
O,3892612,352.8,335.2,335.2,306.54,306.56,15.08,9.34,9.34
O,3892613,250.62,239.28,239.28,218.91,218.92,14.48,9.3,9.3
O,3893207,379.78,379.78,379.78,333.73,333.76,13.79,13.79,13.79
O,3893213,250.62,239.28,239.28,218.91,218.94,14.47,9.29,9.29
O,3893214,422.37,422.37,422.37,371.16,371.17,13.79,13.79,13.79
O,3893214,422.37,422.37,422.37,371.17,371.17,13.79,13.79,13.79
O,3893214,422.37,422.37,422.37,371.17,371.16,13.8,13.8,13.8
O,3893215,246.9,246.9,246.9,216.42,216.44,14.07,14.07,14.07
O,3893607,321.44,321.44,321.44,416.2,297.7,7.97,7.97,7.97
O,3894008,379.78,379.78,379.78,297.54,297.55,27.64,27.64,27.64
O,3894014,444.46,444.46,444.46,390.54,390.56,13.8,13.8,13.8
O,3895405,422.28,403.87,403.87,342.8,342.81,23.18,17.81,17.81
O,3895408,336.7,321.44,321.44,294.05,294.05,14.5,9.31,9.31
O,3895413,250.62,239.28,239.28,222.92,206.63,21.29,15.8,15.8
O,3895416,352.8,335.2,335.2,306.55,306.6,15.07,9.33,9.33
O,3895420,254.1,246.9,246.9,217.82,217.82,16.66,13.35,13.35
O,3895605,422.28,403.87,403.87,342.8,342.84,23.17,17.8,17.8
O,3895608,336.7,321.44,321.44,294.05,294.14,14.47,9.28,9.28
O,3895613,250.62,239.28,239.28,218.91,218.92,14.48,9.3,9.3
O,3895616,352.8,335.2,335.2,306.55,306.56,15.08,9.34,9.34
O,3895620,254.1,246.9,246.9,210.98,210.98,20.44,17.03,17.03
O,3895805,422.28,403.87,403.87,341.48,341.48,23.66,18.27,18.27
O,3895808,336.7,321.44,321.44,294.06,294.06,14.5,9.31,9.31
O,3895813,250.62,239.28,239.28,218.91,218.93,14.47,9.3,9.3
O,3895816,352.8,335.2,335.2,306.55,306.65,15.05,9.31,9.31
O,3895820,254.1,246.9,246.9,220.05,216.02,17.63,14.29,14.29
O,3896016,39.46,39.46,39.46,33.34,33.37,18.25,18.25,18.25
O,3896018,50.7,50.7,50.7,42.84,42.87,18.26,18.26,18.26
O,3896032,8.7,8.7,8.7,7.24,7.32,18.85,18.85,18.85
O,3896038,16.89,16.89,16.89,14.28,14.28,18.28,18.28,18.28
O,3896040,14.5,14.5,14.5,12.25,12.27,18.17,18.17,18.17
O,3896404,15.13,15.13,15.13,13.5,13.54,11.74,11.74,11.74
O,3896410,135.72,135.72,116.04,105.02,105.02,29.23,29.23,10.49
O,3896414,213.6,213.6,182.64,165.31,165.31,29.21,29.21,10.48
O,3896417,311,311,265.8,240.56,240.6,29.26,29.26,10.47
O,3896420,307.52,307.52,302.94,274.07,274.08,12.2,12.2,10.53
O,3896422,213.6,213.6,182.64,165.3,165.31,29.21,29.21,10.48
O,3896428,311,311,265.8,240.56,240.58,29.27,29.27,10.48
O,3896432,135.72,135.72,116.04,105.03,105.03,29.22,29.22,10.48
O,3896436,213.6,213.6,182.64,165.31,165.14,29.34,29.34,10.6
O,3896440,311,311,265.8,240.55,240.58,29.27,29.27,10.48
O,3896442,307.52,307.52,302.94,199.42,199.44,54.19,54.19,51.9
O,3896444,311,311,265.8,240.56,240.57,29.28,29.28,10.49
O,3896448,213.6,213.6,182.64,165.31,165.32,29.2,29.2,10.48
O,3900405,244.5,244.5,231.88,211.31,211.32,15.7,15.7,9.73
O,3900410,523.8,523.8,523.8,441.53,441.53,18.63,18.63,18.63
O,3900415,334.52,334.52,334.52,281.98,281.98,18.63,18.63,18.63
O,3900420,422.14,422.14,422.14,376.23,376.24,12.2,12.2,12.2
O,3900425,605.4,605.4,533.94,490.53,490.53,23.42,23.42,8.85
O,3900824,237.43,237.43,237.43,169.99,170.02,39.65,39.65,39.65
O,3900832,512.4,512.4,469.8,431.61,431.62,18.72,18.72,8.85
O,3900840,535.8,535.8,483,439.54,439.56,21.89,21.89,9.88
O,3900844,136.07,136.07,113.5,102.48,102.48,32.78,32.78,10.75
O,3900846,422.89,422.89,422.89,358.95,358.99,17.8,17.8,17.8
O,3900848,816.42,816.42,681,625.64,625.64,30.49,30.49,8.85
O,3900852,544.28,544.28,454,417.09,417.22,30.45,30.45,8.82
O,3900853,699.6,699.6,699.6,587.8,587.8,19.02,19.02,19.02
O,3900854,972.12,972.12,891.48,819.01,819.03,18.69,18.69,8.85
O,3900856,389.67,389.67,389.67,330.75,330.76,17.81,17.81,17.81
O,3900857,334.52,334.52,306.92,279.74,279.74,19.58,19.58,9.72
O,3900858,648.08,648.08,594.32,546,546.08,18.68,18.68,8.83
O,3900859,119.88,119.88,110.04,100.3,100.33,19.49,19.49,9.68
O,3900860,807.2,807.2,711.92,654.05,654.07,23.41,23.41,8.84
O,3900861,465.98,465.98,465.98,408.79,408.8,13.99,13.99,13.99
O,3900862,137.94,137.94,126.65,116.36,116.39,18.52,18.52,8.82
O,3900865,591.66,591.66,591.66,519.79,519.8,13.82,13.82,13.82
O,3900866,843.12,843.12,721.6,653.14,653.16,29.08,29.08,10.48
O,3900868,363.93,363.93,355.74,326.15,326.18,11.57,11.57,9.06
O,3901204,382.8,382.8,382.8,316.27,316.28,21.03,21.03,21.03
O,3901208,348.41,348.41,348.41,260.94,261.04,33.47,33.47,33.47
O,3901214,408.56,408.56,408.56,364.37,364.4,12.12,12.12,12.12
O,3901504,265.32,265.32,243.54,223.73,223.74,18.58,18.58,8.85
O,3901505,246.22,246.22,246.22,176.28,176.31,39.65,39.65,39.65
O,3901508,349.2,349.2,320.4,294.35,294.38,18.62,18.62,8.84
O,3901509,615.13,615.13,615.13,588.73,588.73,4.48,4.48,4.48
O,3901510,535,535,483,439.54,439.56,21.71,21.71,9.88
O,3901511,703.32,703.32,645.48,588.37,588.46,19.52,19.52,9.69
O,3901512,200.69,200.69,180.62,140.98,140.98,42.35,42.35,28.12
O,3901513,119.88,119.88,110.04,100.3,100.3,19.52,19.52,9.71
O,3901514,349.8,349.8,322.32,293.9,293.9,19.02,19.02,9.67
O,3901515,468.88,468.88,430.32,392.25,392.32,19.51,19.51,9.69
O,3901516,699.6,699.6,699.6,587.79,587.8,19.02,19.02,19.02
O,3901517,308,308,283.36,258.33,258.35,19.22,19.22,9.68
O,3901518,807.2,807.2,711.92,654.06,654.07,23.41,23.41,8.84
O,3901519,465.98,465.98,465.98,408.78,408.79,13.99,13.99,13.99
O,3901520,479.44,479.44,440,401.07,401.16,19.51,19.51,9.68
O,3901521,403.6,403.6,355.96,327.02,327.03,23.41,23.41,8.85
O,3901522,843.12,843.12,721.6,653.14,653.2,29.08,29.08,10.47
O,3901525,431.2,431.2,395.56,363.41,363.43,18.65,18.65,8.84
O,3901608,506.33,506.33,506.33,439.9,438.95,15.35,15.35,15.35
O,3901610,462.31,462.31,462.31,400.85,400.85,15.33,15.33,15.33
